review,rating,date,bank,source
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play
"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,Commercial Bank of Ethiopia,Google Play
"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",1,2021-05-02,Commercial Bank of Ethiopia,Google Play
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
"I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect.",5,2023-03-26,Commercial Bank of Ethiopia,Google Play
without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,1,2025-02-01,Commercial Bank of Ethiopia,Google Play
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,Commercial Bank of Ethiopia,Google Play
"This app is the best, easy and more clear to use including its features to understand so i liked it 100% because the app made the life of customers easy. Thanks cbe and the app.",5,2024-12-27,Commercial Bank of Ethiopia,Google Play
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play
App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,Commercial Bank of Ethiopia,Google Play
"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,Commercial Bank of Ethiopia,Google Play
"Best Mobile-Banking app! Moreover, I will rate 5 stars as soon as you add ""account statement display"" menu in it. Hopefully waiting, Thank you in advance!",4,2024-12-30,Commercial Bank of Ethiopia,Google Play
"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",5,2025-02-04,Commercial Bank of Ethiopia,Google Play
"It's easy to use, but there is some problems sometimes when update the app in the network areas...",4,2025-01-31,Commercial Bank of Ethiopia,Google Play
Now it's crashing like crazy. It doesn't even open after a recent update.,1,2025-02-01,Commercial Bank of Ethiopia,Google Play
My device install up updated all data access all function but can't support transaction i. e first login password works but can't conformation last transaction password,5,2025-02-24,Commercial Bank of Ethiopia,Google Play
Weak update ! . b/c it stops when I want to set two step verification on. And it is only applicable if developer options are on. Why ??? Please tell me the reason 🙏,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
"It only works at the first glance(only after installation and configuration). After that all the transfer options, utilities, top up doesn't work. It just say doesn't sync. Even the balance bord keeps loading and doesn't show the current balance.... Very poor experience ☹️😥.",1,2020-09-05,Commercial Bank of Ethiopia,Google Play
"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",1,2025-03-09,Commercial Bank of Ethiopia,Google Play
